id,university_name,graduation_year,major_name,degree,employment_rate,employment_type,industry,province,city,salary_min,salary_max,salary_avg,salary_true,achievement_rate,data_source
27,东北大学,2023,法学,硕士,78.6,待就业,,,,,,,,,东北大学_2023届毕业生就业质量报告
28,东北大学,2023,法学,硕士,78.6,升学,教育,四川省,成都市,,,,,,东北大学_2023届毕业生就业质量报告
29,东北大学,2023,法学,硕士,78.6,企业就业,公共管理,北京市,北京市,11395,14403,12899.0,12100,0.938,东北大学_2023届毕业生就业质量报告
30,东北大学,2023,法学,硕士,78.6,企业就业,信息技术,上海市,上海市,17847,20923,19385.0,18500,0.954,东北大学_2023届毕业生就业质量报告
31,东北大学,2023,公共管理,硕士,97.2,升学,教育,上海市,上海市,,,,,,东北大学_2023届毕业生就业质量报告
32,东北大学,2023,公共管理,硕士,97.2,企业就业,商务服务,河北省,廊坊市,3808,7456,5632.0,5400,0.959,东北大学_2023届毕业生就业质量报告
33,东北大学,2023,公共管理,硕士,97.2,灵活就业,商务服务,天津市,天津市,11160,13261,12210.5,11800,0.966,东北大学_2023届毕业生就业质量报告
34,东北大学,2023,公共管理,硕士,97.2,企业就业,建筑业,上海市,上海市,9999,11611,10805.0,10700,0.99,东北大学_2023届毕业生就业质量报告
35,东北大学,2023,公共管理,硕士,97.2,企业就业,商务服务,四川省,成都市,9466,12735,11100.5,10700,0.964,东北大学_2023届毕业生就业质量报告
36,东北大学,2023,公共管理,硕士,97.2,企业就业,商务服务,广东省,广州市,11252,13317,12284.5,12100,0.985,东北大学_2023届毕业生就业质量报告
37,东北大学,2023,公共管理,硕士,97.2,企业就业,医疗卫生,江苏省,常州市,11756,14740,13248.0,13200,0.996,东北大学_2023届毕业生就业质量报告
38,东北大学,2023,公共管理,硕士,97.2,企业就业,商务服务,四川省,绵阳市,9211,13038,11124.5,10300,0.926,东北大学_2023届毕业生就业质量报告
39,东北大学,2023,公共管理,硕士,97.2,企业就业,商务服务,广东省,珠海市,6987,10424,8705.5,8900,1.022,东北大学_2023届毕业生就业质量报告
40,东北大学,2023,公共管理,硕士,97.2,企业就业,商务服务,湖北省,宜昌市,17782,19971,18876.5,18500,0.98,东北大学_2023届毕业生就业质量报告
41,东北大学,2023,公共管理,硕士,97.2,企业就业,商务服务,广东省,东莞市,15490,18424,16957.0,16800,0.991,东北大学_2023届毕业生就业质量报告
42,东北大学,2023,公共管理,硕士,97.2,企业就业,能源环保,上海市,上海市,11059,15334,13196.5,12800,0.97,东北大学_2023届毕业生就业质量报告
43,东北大学,2023,公共管理,硕士,97.2,出国留学,教育,,,,,,,,东北大学_2023届毕业生就业质量报告
44,东北大学,2023,公共管理,硕士,97.2,企业就业,商务服务,山东省,烟台市,7250,10160,8705.0,9100,1.045,东北大学_2023届毕业生就业质量报告
45,东北大学,2023,公共管理,硕士,97.2,企业就业,文化传媒,辽宁省,大连市,5932,9373,7652.5,6500,0.849,东北大学_2023届毕业生就业质量报告
46,东北大学,2023,法学,本科,72.4,升学,教育,辽宁省,大连市,,,,,,东北大学_2023届毕业生就业质量报告
47,东北大学,2023,法学,本科,72.4,企业就业,公共管理,辽宁省,鞍山市,8673,11816,10244.5,10200,0.996,东北大学_2023届毕业生就业质量报告
48,东北大学,2023,法学,本科,72.4,出国留学,教育,,,,,,,,东北大学_2023届毕业生就业质量报告
49,东北大学,2023,法学,本科,72.4,灵活就业,公共管理,天津市,天津市,5341,7608,6474.5,6800,1.05,东北大学_2023届毕业生就业质量报告
50,东北大学,2023,法学,本科,72.4,企业就业,农林牧渔,江苏省,常州市,10851,12969,11910.0,12100,1.016,东北大学_2023届毕业生就业质量报告
51,东北大学,2023,法学,本科,72.4,升学,教育,广东省,广州市,,,,,,东北大学_2023届毕业生就业质量报告
52,东北大学,2023,法学,本科,72.4,企业就业,公共管理,上海市,上海市,5903,9660,7781.5,7600,0.977,东北大学_2023届毕业生就业质量报告
53,东北大学,2023,法学,本科,72.4,出国留学,教育,,,,,,,,东北大学_2023届毕业生就业质量报告
54,东北大学,2023,法学,本科,72.4,升学,教育,北京市,北京市,,,,,,东北大学_2023届毕业生就业质量报告
55,东北大学,2023,法学,本科,72.4,考公,公共管理,辽宁省,沈阳市,4765,8437,6601.0,6700,1.015,东北大学_2023届毕业生就业质量报告
56,东北大学,2023,法学,本科,72.4,升学,教育,辽宁省,沈阳市,,,,,,东北大学_2023届毕业生就业质量报告
57,东北大学,2023,法学,本科,72.4,灵活就业,公共管理,北京市,北京市,5420,9101,7260.5,6400,0.881,东北大学_2023届毕业生就业质量报告
58,东北大学,2023,法学,本科,72.4,企业就业,公共管理,江苏省,南通市,4084,7099,5591.5,4900,0.876,东北大学_2023届毕业生就业质量报告
59,东北大学,2023,法学,本科,72.4,升学,教育,山东省,青岛市,,,,,,东北大学_2023届毕业生就业质量报告
60,东北大学,2023,法学,本科,72.4,升学,教育,湖南省,长沙市,,,,,,东北大学_2023届毕业生就业质量报告
61,东北大学,2023,公共事业管理,本科,89.8,升学,教育,辽宁省,大连市,,,,,,东北大学_2023届毕业生就业质量报告
62,东北大学,2023,公共事业管理,本科,89.8,灵活就业,电子通信,湖北省,宜昌市,10385,13969,12177.0,12000,0.985,东北大学_2023届毕业生就业质量报告
63,东北大学,2023,公共事业管理,本科,89.8,企业就业,商务服务,福建省,厦门市,8291,13045,10668.0,10100,0.947,东北大学_2023届毕业生就业质量报告
64,东北大学,2023,公共事业管理,本科,89.8,待就业,,,,,,,,,东北大学_2023届毕业生就业质量报告
65,东北大学,2023,公共事业管理,本科,89.8,企业就业,商务服务,湖北省,襄阳市,8680,10381,9530.5,9600,1.007,东北大学_2023届毕业生就业质量报告
66,东北大学,2023,公共事业管理,本科,89.8,出国留学,教育,,,,,,,,东北大学_2023届毕业生就业质量报告
67,东北大学,2023,公共事业管理,本科,89.8,出国留学,教育,,,,,,,,东北大学_2023届毕业生就业质量报告
68,东北大学,2023,公共事业管理,本科,89.8,升学,教育,山东省,青岛市,,,,,,东北大学_2023届毕业生就业质量报告
69,东北大学,2023,公共事业管理,本科,89.8,出国留学,教育,,,,,,,,东北大学_2023届毕业生就业质量报告
70,东北大学,2023,公共事业管理,本科,89.8,升学,教育,浙江省,杭州市,,,,,,东北大学_2023届毕业生就业质量报告
71,东北大学,2023,公共事业管理,本科,89.8,升学,教育,辽宁省,沈阳市,,,,,,东北大学_2023届毕业生就业质量报告
72,东北大学,2023,公共事业管理,本科,89.8,升学,教育,天津市,天津市,,,,,,东北大学_2023届毕业生就业质量报告
73,东北大学,2023,公共事业管理,本科,89.8,企业就业,商务服务,辽宁省,鞍山市,6970,10050,8510.0,7600,0.893,东北大学_2023届毕业生就业质量报告
74,东北大学,2023,公共事业管理,本科,89.8,升学,教育,四川省,成都市,,,,,,东北大学_2023届毕业生就业质量报告
75,东北大学,2023,公共事业管理,本科,89.8,企业就业,商务服务,湖南省,长沙市,7311,11935,9623.0,9300,0.966,东北大学_2023届毕业生就业质量报告
76,东北大学,2023,新闻学,本科,92.9,企业就业,文化传媒,辽宁省,大连市,9079,12308,10693.5,9800,0.916,东北大学_2023届毕业生就业质量报告
77,东北大学,2023,新闻学,本科,92.9,升学,教育,重庆市,重庆市,,,,,,东北大学_2023届毕业生就业质量报告
78,东北大学,2023,新闻学,本科,92.9,企业就业,文化传媒,辽宁省,鞍山市,4304,8997,6650.5,6100,0.917,东北大学_2023届毕业生就业质量报告
79,东北大学,2023,新闻学,本科,92.9,升学,教育,吉林省,长春市,,,,,,东北大学_2023届毕业生就业质量报告
80,东北大学,2023,新闻学,本科,92.9,升学,教育,陕西省,咸阳市,,,,,,东北大学_2023届毕业生就业质量报告
81,东北大学,2023,新闻学,本科,92.9,升学,教育,浙江省,杭州市,,,,,,东北大学_2023届毕业生就业质量报告
82,东北大学,2023,新闻学,本科,92.9,出国留学,教育,,,,,,,,东北大学_2023届毕业生就业质量报告
83,东北大学,2023,新闻学,本科,92.9,升学,教育,辽宁省,大连市,,,,,,东北大学_2023届毕业生就业质量报告
84,东北大学,2023,新闻学,本科,92.9,考公,公共管理,广东省,佛山市,4060,7448,5754.0,5200,0.904,东北大学_2023届毕业生就业质量报告
85,东北大学,2023,新闻学,本科,92.9,企业就业,文化传媒,福建省,泉州市,9229,11474,10351.5,10700,1.034,东北大学_2023届毕业生就业质量报告
86,东北大学,2023,新闻学,本科,92.9,企业就业,文化传媒,广东省,东莞市,7799,12300,10049.5,9500,0.945,东北大学_2023届毕业生就业质量报告
87,东北大学,2023,新闻学,本科,92.9,升学,教育,甘肃省,兰州市,,,,,,东北大学_2023届毕业生就业质量报告
88,东北大学,2023,新闻学,本科,92.9,升学,教育,北京市,北京市,,,,,,东北大学_2023届毕业生就业质量报告
89,东北大学,2023,新闻学,本科,92.9,出国留学,教育,,,,,,,,东北大学_2023届毕业生就业质量报告
90,东北大学,2023,新闻学,本科,92.9,升学,教育,上海市,上海市,,,,,,东北大学_2023届毕业生就业质量报告
91,东北大学,2023,行政管理,本科,89.7,升学,教育,辽宁省,大连市,,,,,,东北大学_2023届毕业生就业质量报告
92,东北大学,2023,行政管理,本科,89.7,企业就业,商务服务,河北省,唐山市,4965,7341,6153.0,5700,0.926,东北大学_2023届毕业生就业质量报告
93,东北大学,2023,行政管理,本科,89.7,升学,教育,吉林省,长春市,,,,,,东北大学_2023届毕业生就业质量报告
94,东北大学,2023,行政管理,本科,89.7,待就业,,,,,,,,,东北大学_2023届毕业生就业质量报告
95,东北大学,2023,行政管理,本科,89.7,出国留学,教育,,,,,,,,东北大学_2023届毕业生就业质量报告
96,东北大学,2023,行政管理,本科,89.7,升学,教育,山东省,济南市,,,,,,东北大学_2023届毕业生就业质量报告
97,东北大学,2023,行政管理,本科,89.7,企业就业,商务服务,上海市,上海市,7007,10619,8813.0,7800,0.885,东北大学_2023届毕业生就业质量报告
98,东北大学,2023,行政管理,本科,89.7,升学,教育,山东省,青岛市,,,,,,东北大学_2023届毕业生就业质量报告
99,东北大学,2023,行政管理,本科,89.7,升学,教育,辽宁省,沈阳市,,,,,,东北大学_2023届毕业生就业质量报告
100,东北大学,2023,行政管理,本科,89.7,升学,教育,陕西省,西安市,,,,,,东北大学_2023届毕业生就业质量报告
101,东北大学,2023,行政管理,本科,89.7,企业就业,商务服务,上海市,上海市,9393,11137,10265.0,10000,0.974,东北大学_2023届毕业生就业质量报告
102,东北大学,2023,行政管理,本科,89.7,企业就业,商务服务,江苏省,无锡市,4457,8510,6483.5,6200,0.956,东北大学_2023届毕业生就业质量报告
103,东北大学,2023,行政管理,本科,89.7,升学,教育,上海市,上海市,,,,,,东北大学_2023届毕业生就业质量报告
104,东北大学,2023,行政管理,本科,89.7,企业就业,商务服务,辽宁省,鞍山市,7886,12093,9989.5,9600,0.961,东北大学_2023届毕业生就业质量报告
105,东北大学,2023,行政管理,本科,89.7,升学,教育,广东省,广州市,,,,,,东北大学_2023届毕业生就业质量报告
106,东北大学,2023,科学技术哲学,博士,80.0,企业就业,公共管理,辽宁省,大连市,19377,22085,20731.0,20400,0.984,东北大学_2023届毕业生就业质量报告
107,东北大学,2023,科学技术哲学,博士,80.0,企业就业,公共管理,上海市,上海市,10936,13757,12346.5,11700,0.948,东北大学_2023届毕业生就业质量报告
108,东北大学,2023,科学技术哲学,博士,80.0,灵活就业,公共管理,北京市,北京市,20614,23486,22050.0,21200,0.961,东北大学_2023届毕业生就业质量报告
109,东北大学,2023,科学技术哲学,博士,80.0,企业就业,农林牧渔,广东省,佛山市,15026,18856,16941.0,16700,0.986,东北大学_2023届毕业生就业质量报告
110,东北大学,2023,科学技术哲学,博士,80.0,高校/科研,科学研究,广东省,深圳市,5049,8284,6666.5,5900,0.885,东北大学_2023届毕业生就业质量报告
111,东北大学,2023,马克思主义基本原理,博士,100.0,高校/科研,科学研究,四川省,成都市,19006,21333,20169.5,20400,1.011,东北大学_2023届毕业生就业质量报告
112,东北大学,2023,马克思主义基本原理,博士,100.0,企业就业,公共管理,北京市,北京市,17547,20364,18955.5,18500,0.976,东北大学_2023届毕业生就业质量报告
113,东北大学,2023,马克思主义基本原理,博士,100.0,高校/科研,科学研究,辽宁省,鞍山市,8967,12373,10670.0,9700,0.909,东北大学_2023届毕业生就业质量报告
114,东北大学,2023,马克思主义基本原理,博士,100.0,考公,公共管理,四川省,绵阳市,6179,9104,7641.5,8000,1.047,东北大学_2023届毕业生就业质量报告
115,东北大学,2023,马克思主义理论,博士,100.0,企业就业,公共管理,辽宁省,鞍山市,21287,22908,22097.5,22100,1.0,东北大学_2023届毕业生就业质量报告
116,东北大学,2023,马克思主义理论,博士,100.0,企业就业,公共管理,北京市,北京市,8684,12323,10503.5,10500,1.0,东北大学_2023届毕业生就业质量报告
117,东北大学,2023,马克思主义理论,博士,100.0,高校/科研,科学研究,山东省,青岛市,5600,7779,6689.5,7000,1.046,东北大学_2023届毕业生就业质量报告
118,东北大学,2023,马克思主义理论,博士,100.0,出国留学,教育,,,,,,,,东北大学_2023届毕业生就业质量报告
119,东北大学,2023,马克思主义理论,博士,100.0,高校/科研,科学研究,广东省,深圳市,12284,14910,13597.0,12900,0.949,东北大学_2023届毕业生就业质量报告
120,东北大学,2023,哲学,博士,100.0,高校/科研,科学研究,辽宁省,沈阳市,16841,21533,19187.0,18600,0.969,东北大学_2023届毕业生就业质量报告
121,东北大学,2023,哲学,博士,100.0,考公,公共管理,北京市,北京市,5266,8371,6818.5,7100,1.041,东北大学_2023届毕业生就业质量报告
122,东北大学,2023,马克思主义理论,硕士,89.6,企业就业,公共管理,辽宁省,沈阳市,11278,13623,12450.5,12700,1.02,东北大学_2023届毕业生就业质量报告
123,东北大学,2023,马克思主义理论,硕士,89.6,升学,教育,重庆市,重庆市,,,,,,东北大学_2023届毕业生就业质量报告
124,东北大学,2023,马克思主义理论,硕士,89.6,企业就业,公共管理,辽宁省,鞍山市,6430,10997,8713.5,8000,0.918,东北大学_2023届毕业生就业质量报告
125,东北大学,2023,马克思主义理论,硕士,89.6,企业就业,公共管理,辽宁省,大连市,11008,15148,13078.0,12200,0.933,东北大学_2023届毕业生就业质量报告
126,东北大学,2023,马克思主义理论,硕士,89.6,企业就业,公共管理,广东省,东莞市,13619,16232,14925.5,14700,0.985,东北大学_2023届毕业生就业质量报告
127,东北大学,2023,马克思主义理论,硕士,89.6,企业就业,公共管理,四川省,成都市,12318,14333,13325.5,13500,1.013,东北大学_2023届毕业生就业质量报告
128,东北大学,2023,马克思主义理论,硕士,89.6,企业就业,公共管理,广东省,佛山市,13527,15968,14747.5,14200,0.963,东北大学_2023届毕业生就业质量报告
129,东北大学,2023,马克思主义理论,硕士,89.6,企业就业,公共管理,广东省,广州市,12528,17056,14792.0,14400,0.973,东北大学_2023届毕业生就业质量报告
130,东北大学,2023,马克思主义理论,硕士,89.6,企业就业,公共管理,北京市,北京市,8862,11699,10280.5,9800,0.953,东北大学_2023届毕业生就业质量报告
131,东北大学,2023,马克思主义理论,硕士,89.6,灵活就业,公共管理,辽宁省,沈阳市,11583,13216,12399.5,12400,1.0,东北大学_2023届毕业生就业质量报告
132,东北大学,2023,马克思主义理论,硕士,89.6,企业就业,公共管理,北京市,北京市,6035,8836,7435.5,7800,1.049,东北大学_2023届毕业生就业质量报告
133,东北大学,2023,马克思主义理论,硕士,89.6,企业就业,公共管理,辽宁省,鞍山市,4021,6978,5499.5,5800,1.055,东北大学_2023届毕业生就业质量报告
134,东北大学,2023,马克思主义理论,硕士,89.6,企业就业,公共管理,广东省,广州市,13581,16458,15019.5,15000,0.999,东北大学_2023届毕业生就业质量报告
135,东北大学,2023,马克思主义理论,硕士,89.6,企业就业,公共管理,浙江省,嘉兴市,9303,12206,10754.5,10200,0.948,东北大学_2023届毕业生就业质量报告
136,东北大学,2023,马克思主义理论,硕士,89.6,企业就业,公共管理,广东省,东莞市,10243,12763,11503.0,11600,1.008,东北大学_2023届毕业生就业质量报告
137,东北大学,2023,哲学,硕士,70.8,升学,教育,山东省,济南市,,,,,,东北大学_2023届毕业生就业质量报告
138,东北大学,2023,哲学,硕士,70.8,考公,公共管理,辽宁省,大连市,6240,10271,8255.5,7500,0.908,东北大学_2023届毕业生就业质量报告
139,东北大学,2023,哲学,硕士,70.8,考公,公共管理,江苏省,南通市,11672,14117,12894.5,12500,0.969,东北大学_2023届毕业生就业质量报告
140,东北大学,2023,哲学,硕士,70.8,企业就业,公共管理,河北省,石家庄市,8046,11347,9696.5,9000,0.928,东北大学_2023届毕业生就业质量报告
141,东北大学,2023,哲学,硕士,70.8,考公,公共管理,湖南省,株洲市,13318,16381,14849.5,14300,0.963,东北大学_2023届毕业生就业质量报告
142,东北大学,2023,哲学,硕士,70.8,待就业,,,,,,,,,东北大学_2023届毕业生就业质量报告
143,东北大学,2023,哲学,硕士,70.8,企业就业,公共管理,湖南省,株洲市,11401,13263,12332.0,12200,0.989,东北大学_2023届毕业生就业质量报告
144,东北大学,2023,哲学,硕士,70.8,企业就业,公共管理,江苏省,苏州市,9440,11721,10580.5,11200,1.059,东北大学_2023届毕业生就业质量报告
145,东北大学,2023,哲学,硕士,70.8,考公,公共管理,辽宁省,沈阳市,6794,10347,8570.5,7600,0.887,东北大学_2023届毕业生就业质量报告
146,东北大学,2023,哲学,硕士,70.8,灵活就业,公共管理,广东省,东莞市,10112,13319,11715.5,11100,0.947,东北大学_2023届毕业生就业质量报告
147,东北大学,2023,哲学,硕士,70.8,企业就业,公共管理,辽宁省,大连市,10778,15195,12986.5,12500,0.963,东北大学_2023届毕业生就业质量报告
148,东北大学,2023,哲学,硕士,70.8,企业就业,公共管理,辽宁省,沈阳市,9778,12485,11131.5,11000,0.988,东北大学_2023届毕业生就业质量报告
149,东北大学,2023,哲学,硕士,70.8,企业就业,公共管理,江苏省,南通市,9962,11977,10969.5,11200,1.021,东北大学_2023届毕业生就业质量报告
150,东北大学,2023,哲学,硕士,70.8,灵活就业,公共管理,浙江省,绍兴市,6738,8878,7808.0,8200,1.05,东北大学_2023届毕业生就业质量报告
151,东北大学,2023,哲学,硕士,70.8,企业就业,交通运输,上海市,上海市,10162,12712,11437.0,10800,0.944,东北大学_2023届毕业生就业质量报告
152,东北大学,2023,思想政治教育,本科,86.2,企业就业,公共管理,辽宁省,鞍山市,7710,10243,8976.5,8300,0.925,东北大学_2023届毕业生就业质量报告
153,东北大学,2023,思想政治教育,本科,86.2,升学,教育,黑龙江省,哈尔滨市,,,,,,东北大学_2023届毕业生就业质量报告
154,东北大学,2023,思想政治教育,本科,86.2,出国留学,教育,,,,,,,,东北大学_2023届毕业生就业质量报告
155,东北大学,2023,思想政治教育,本科,86.2,升学,教育,浙江省,杭州市,,,,,,东北大学_2023届毕业生就业质量报告
156,东北大学,2023,思想政治教育,本科,86.2,升学,教育,湖南省,长沙市,,,,,,东北大学_2023届毕业生就业质量报告
157,东北大学,2023,思想政治教育,本科,86.2,企业就业,公共管理,辽宁省,沈阳市,5154,8070,6612.0,6300,0.953,东北大学_2023届毕业生就业质量报告
158,东北大学,2023,思想政治教育,本科,86.2,升学,教育,重庆市,重庆市,,,,,,东北大学_2023届毕业生就业质量报告
159,东北大学,2023,思想政治教育,本科,86.2,升学,教育,甘肃省,兰州市,,,,,,东北大学_2023届毕业生就业质量报告
160,东北大学,2023,思想政治教育,本科,86.2,企业就业,公共管理,浙江省,温州市,6406,9938,8172.0,7800,0.954,东北大学_2023届毕业生就业质量报告
161,东北大学,2023,思想政治教育,本科,86.2,升学,教育,山东省,青岛市,,,,,,东北大学_2023届毕业生就业质量报告
162,东北大学,2023,思想政治教育,本科,86.2,企业就业,公共管理,江苏省,无锡市,11337,14492,12914.5,12900,0.999,东北大学_2023届毕业生就业质量报告
163,东北大学,2023,思想政治教育,本科,86.2,出国留学,教育,,,,,,,,东北大学_2023届毕业生就业质量报告
164,东北大学,2023,思想政治教育,本科,86.2,升学,教育,湖北省,武汉市,,,,,,东北大学_2023届毕业生就业质量报告
165,东北大学,2023,思想政治教育,本科,86.2,升学,教育,福建省,厦门市,,,,,,东北大学_2023届毕业生就业质量报告
166,东北大学,2023,思想政治教育,本科,86.2,企业就业,公共管理,广东省,佛山市,8485,10573,9529.0,9900,1.039,东北大学_2023届毕业生就业质量报告
167,东北大学,2023,哲学,本科,100.0,升学,教育,陕西省,咸阳市,,,,,,东北大学_2023届毕业生就业质量报告
168,东北大学,2023,哲学,本科,100.0,待就业,,,,,,,,,东北大学_2023届毕业生就业质量报告
169,东北大学,2023,哲学,本科,100.0,企业就业,信息技术,辽宁省,鞍山市,11469,14788,13128.5,12800,0.975,东北大学_2023届毕业生就业质量报告
170,东北大学,2023,哲学,本科,100.0,升学,教育,上海市,上海市,,,,,,东北大学_2023届毕业生就业质量报告
171,东北大学,2023,哲学,本科,100.0,灵活就业,公共管理,山东省,威海市,7579,11400,9489.5,9400,0.991,东北大学_2023届毕业生就业质量报告
172,东北大学,2023,哲学,本科,100.0,升学,教育,湖南省,长沙市,,,,,,东北大学_2023届毕业生就业质量报告
173,东北大学,2023,哲学,本科,100.0,升学,教育,广东省,广州市,,,,,,东北大学_2023届毕业生就业质量报告
174,东北大学,2023,哲学,本科,100.0,升学,教育,上海市,上海市,,,,,,东北大学_2023届毕业生就业质量报告
175,东北大学,2023,哲学,本科,100.0,升学,教育,上海市,上海市,,,,,,东北大学_2023届毕业生就业质量报告
176,东北大学,2023,哲学,本科,100.0,企业就业,公共管理,上海市,上海市,7140,10785,8962.5,8700,0.971,东北大学_2023届毕业生就业质量报告
177,东北大学,2023,哲学,本科,100.0,考公,公共管理,辽宁省,大连市,6247,9669,7958.0,8000,1.005,东北大学_2023届毕业生就业质量报告
178,东北大学,2023,哲学,本科,100.0,升学,教育,湖北省,武汉市,,,,,,东北大学_2023届毕业生就业质量报告
179,东北大学,2023,哲学,本科,100.0,企业就业,公共管理,辽宁省,鞍山市,5389,7659,6524.0,6800,1.042,东北大学_2023届毕业生就业质量报告
180,东北大学,2023,哲学,本科,100.0,出国留学,教育,,,,,,,,东北大学_2023届毕业生就业质量报告
181,东北大学,2023,哲学,本科,100.0,升学,教育,安徽省,合肥市,,,,,,东北大学_2023届毕业生就业质量报告
182,东北大学,2023,俄语语言文学,硕士,100.0,企业就业,农林牧渔,辽宁省,鞍山市,12760,16583,14671.5,14000,0.954,东北大学_2023届毕业生就业质量报告
183,东北大学,2023,俄语语言文学,硕士,100.0,企业就业,能源环保,辽宁省,大连市,9547,12078,10812.5,10100,0.934,东北大学_2023届毕业生就业质量报告
184,东北大学,2023,俄语语言文学,硕士,100.0,企业就业,文化传媒,浙江省,绍兴市,14466,16866,15666.0,15100,0.964,东北大学_2023届毕业生就业质量报告
185,东北大学,2023,俄语语言文学,硕士,100.0,企业就业,文化传媒,北京市,北京市,13962,18154,16058.0,15300,0.953,东北大学_2023届毕业生就业质量报告
186,东北大学,2023,日语笔译,硕士,69.2,企业就业,文化传媒,辽宁省,大连市,7971,12507,10239.0,9600,0.938,东北大学_2023届毕业生就业质量报告
187,东北大学,2023,日语笔译,硕士,69.2,企业就业,商务服务,北京市,北京市,7946,11322,9634.0,8700,0.903,东北大学_2023届毕业生就业质量报告
188,东北大学,2023,日语笔译,硕士,69.2,企业就业,教育,广东省,广州市,5419,7323,6371.0,6500,1.02,东北大学_2023届毕业生就业质量报告
189,东北大学,2023,日语笔译,硕士,69.2,企业就业,教育,北京市,北京市,14620,18140,16380.0,16400,1.001,东北大学_2023届毕业生就业质量报告
190,东北大学,2023,日语笔译,硕士,69.2,企业就业,教育,山东省,青岛市,10761,14382,12571.5,12500,0.994,东北大学_2023届毕业生就业质量报告
191,东北大学,2023,日语笔译,硕士,69.2,出国留学,教育,,,,,,,,东北大学_2023届毕业生就业质量报告
